target,seed,conv,pool,loss,lambda1,explainer,acc_train,acc_test,f1_train,f1_test,global_dir_train,global_dir_test,local_dir_train,local_dir_test,rmse_test,pcc_test,n_compounds,n_pairs_init,n_pairs,n_pairs_train,n_pairs_test
5FTO-YMX,1337,nn,mean,MSE+AC,1.0,cam,0.4732142857142857,0.3,0.4732142857142857,0.3,0.2142857142857142,0.1333333333333333,0.413265306122449,0.282051282051282,0.4633003026247024,0.9188090730268984,25,79,78,63,15
5FTO-YMX,1337,nn,mean,MSE,1.0,cam,0.4536706349206349,0.3025925925925926,0.3949841824841825,0.2887179487179487,0.375,0.2666666666666666,0.4489795918367347,0.3076923076923077,0.1973990127444267,0.9824418164779214,25,79,78,63,15
4YL0-4DZ,1337,nn,mean,MSE+UCN,1.0,cam,0.6038958253312474,0.627598660020535,0.4071535540655124,0.4436644694728198,0.9652173913043478,1.0,0.6565464895635673,0.6614173228346457,1.213468074798584,0.3702113075228035,26,201,160,128,32
4YL0-4DZ,1337,nn,mean,MSE+AC,1.0,cam,0.529341235277936,0.5596391022172272,0.5928903383846703,0.5726984890539457,0.7304347826086957,0.75,0.396584440227704,0.6141732283464567,0.7789001166820526,0.987742561559303,26,201,160,128,32
4YL0-4DZ,1337,nn,mean,MSE,1.0,cam,0.3962797872772297,0.4755155868437118,0.3980530390275982,0.4796681749622926,0.9391304347826088,0.78125,0.6603415559772297,0.6141732283464567,0.4004696011543274,0.987367567661028,26,201,160,128,32
1UHO-VDN,1337,nn,mean,MSE+UCN,1.0,cam,0.4795620755078749,0.5062793484615482,0.4525116100933185,0.476052449179857,0.7339637107078968,0.7543698252069917,0.5139804960951726,0.5251103752759382,0.094956811517477,0.9954243251547804,154,5565,5435,4348,1087
1UHO-VDN,1337,nn,mean,MSE+AC,1.0,cam,0.4289812021273949,0.4603955472544211,0.3052594061610091,0.3248702315495944,0.2821364681829798,0.3348666053357865,0.4268603568971796,0.4477097130242826,0.0619737766683101,0.9985464624408944,154,5565,5435,4348,1087
1UHO-VDN,1337,nn,mean,MSE,1.0,cam,0.4831362380712199,0.4911079693320238,0.3185605288571346,0.3165654025358318,0.5502172246358293,0.5547378104875805,0.4729494597984866,0.4653697571743929,0.0709931533783674,0.998721582050366,154,5565,5435,4348,1087
4O04-2Q8,1337,nn,mean,MSE+UCN,1.0,cam,0.223731884057971,0.0394736842105263,0.2210144927536232,0.0394736842105263,0.9637681159420288,0.9736842105263158,0.8403755868544601,0.9818181818181818,0.8344443738460541,0.0,60,246,192,154,38
4O04-2Q8,1337,nn,mean,MSE+AC,1.0,cam,-0.0086946065206934,-0.2831766917293233,-0.0491751404794883,-0.225344611528822,0.1014492753623188,0.2631578947368421,0.1830985915492957,0.5,0.3708951026201248,0.0,60,246,192,154,38
4O04-2Q8,1337,nn,mean,MSE,1.0,cam,-0.0061792877010268,-0.3097117794486216,-0.0348926033708642,-0.2657059314954051,0.3043478260869565,0.3157894736842105,0.272300469483568,0.2545454545454545,0.6078280508518219,0.0,60,246,192,154,38
2QU2-251,1337,nn,mean,MSE+UCN,1.0,cam,0.4871645646480083,0.3253145663859949,0.3978007908163046,0.2647832175210403,0.7615894039735099,0.8095238095238095,0.6155268022181146,0.5359477124183006,0.2596481293439865,0.9596014356510628,59,232,210,168,42
2QU2-251,1337,nn,mean,MSE+AC,1.0,cam,0.2571737313459167,0.1109972699258413,0.2500521617225531,0.1613239952055741,0.3178807947019867,0.1904761904761904,0.4251386321626617,0.3333333333333333,0.2626257222145796,0.963615347338564,59,232,210,168,42
2QU2-251,1337,nn,mean,MSE,1.0,cam,0.3017523591199088,0.0186482168625025,0.1700916600604952,-0.0547122228844917,0.3642384105960264,0.119047619047619,0.255083179297597,0.1764705882352941,0.4472391158342361,0.9651561495886876,59,232,210,168,42
4WPF-3SN,1337,nn,mean,MSE+UCN,1.0,cam,0.540883367300893,0.5997390127019757,0.4878275298785336,0.5124632569077014,0.6838487972508591,0.5308641975308642,0.5346341463414634,0.6025641025641025,0.4546962380409241,0.8016029201080851,60,420,405,324,81
4WPF-3SN,1337,nn,mean,MSE+AC,1.0,cam,0.3951424530032777,0.4145549409438298,0.3275650466372116,0.3520870076425632,0.4295532646048109,0.3333333333333333,0.4839024390243902,0.3621794871794871,0.1817942708730697,0.901085049326494,60,420,405,324,81
4WPF-3SN,1337,nn,mean,MSE,1.0,cam,0.3535943008881153,0.4011537330981776,0.2953195429999553,0.3262688614540466,0.3883161512027491,0.3950617283950617,0.5551219512195122,0.4134615384615384,0.3387051373720169,0.7640741677754703,60,420,405,324,81
3F5P-741,1337,nn,mean,MSE+UCN,1.0,cam,0.3583321897454541,0.3781073161587867,0.3039517185117514,0.2502767134951043,0.640625,0.2222222222222222,0.3463035019455253,0.5138888888888888,0.3990623652935028,0.946964940379164,40,180,90,72,18
3F5P-741,1337,nn,mean,MSE+AC,1.0,cam,0.0945657207375957,0.462339018098822,0.0385326045482295,0.2809256050801945,0.140625,0.0555555555555555,0.1439688715953307,0.5277777777777778,0.2689282894134521,0.9860855675448889,40,180,90,72,18
3F5P-741,1337,nn,mean,MSE,1.0,cam,0.1900071652714116,0.552201343500363,0.1917804428543592,0.2368428714833943,0.40625,0.1666666666666666,0.1906614785992217,0.5555555555555556,0.3914123475551605,0.9620269066993916,40,180,90,72,18
1Z6E-IK8,1337,nn,mean,MSE+UCN,1.0,cam,0.4650434810266575,0.548914824735601,0.2807983145293651,0.3232625180726446,0.454225352112676,0.5063291139240507,0.5703479576399395,0.5152439024390244,0.4940129965543747,0.857651403669133,62,419,395,316,79
1Z6E-IK8,1337,nn,mean,MSE+AC,1.0,cam,0.5074994703121339,0.5623893767660668,0.3435405831867808,0.4921501106044743,0.6514084507042254,0.6962025316455697,0.5310136157337367,0.5274390243902439,0.3269468247890472,0.969330734611182,62,419,395,316,79
1Z6E-IK8,1337,nn,mean,MSE,1.0,cam,0.4500808176450264,0.4510598225739112,0.2421415285564643,0.3028760690786007,0.2852112676056338,0.2278481012658227,0.4841149773071104,0.423780487804878,0.2868979275226593,0.9628593361373042,62,419,395,316,79
4GL5-G29,1337,nn,mean,MSE+AC,1.0,cam,0.1449708454810495,0.1403846153846153,0.1155938732469344,0.1153846153846153,0.7551020408163265,0.3076923076923077,0.5652173913043478,0.5217391304347826,0.2470344752073288,0.9900345278062426,19,73,68,55,13
4GL5-G29,1337,nn,mean,MSE,1.0,cam,0.1724975704567541,-0.0538461538461538,0.1477633477633477,-0.1153846153846153,0.673469387755102,0.4615384615384615,0.6739130434782609,0.3043478260869565,0.2331695482134819,0.9944230834087128,19,73,68,55,13
3L9H-EMQ,1337,nn,mean,MSE+UCN,1.0,cam,0.5736506449683387,0.6614537843109272,0.5171746235507764,0.6154070176779058,0.8597883597883598,0.8761904761904762,0.6789328426862925,0.6857142857142857,0.1814740821719169,0.978150254777762,46,538,526,421,105
3L9H-EMQ,1337,nn,mean,MSE+AC,1.0,cam,0.4033848497959142,0.3997453208167493,0.3870369792302848,0.411021903364124,0.4497354497354497,0.3142857142857143,0.3845446182152714,0.3071428571428571,0.2220324352383613,0.9819283062633516,46,538,526,421,105
3L9H-EMQ,1337,nn,mean,MSE,1.0,cam,0.4245879534365762,0.4515297401011687,0.4153907557152188,0.4672836391743954,0.3544973544973545,0.3809523809523809,0.3615455381784728,0.3178571428571428,0.331162728369236,0.9678415340277776,46,538,526,421,105
2R64-740,1337,nn,mean,MSE+AC,1.0,cam,0.2117460317460317,0.6036155202821869,0.2206127206127206,0.6348373848373848,0.123076923076923,0.3333333333333333,0.2324561403508772,0.3648648648648648,0.1615918576717376,0.9951123774128008,26,93,91,73,18
2R64-740,1337,nn,mean,MSE,1.0,cam,0.0958424908424908,0.482473544973545,-0.0862676212676212,0.2055555555555555,0.1538461538461538,0.3888888888888889,0.293859649122807,0.4459459459459459,0.1423653401434421,0.9953427005751272,26,93,91,73,18
2P4I-MR9,1337,nn,mean,MSE+UCN,1.0,cam,0.4581063889162481,0.4537057471614258,0.394864134300754,0.2101996300912709,0.1267605633802817,0.0526315789473684,0.4516129032258064,0.4457831325301205,0.8184296041727066,0.896839685959835,26,103,98,79,19
2P4I-MR9,1337,nn,mean,MSE+AC,1.0,cam,0.4336299402061622,0.3984704084773336,0.2375048269414466,0.1831297701266741,0.5352112676056338,0.1052631578947368,0.4044665012406948,0.2771084337349397,0.8224154561758041,0.8442931219230644,26,103,98,79,19
2P4I-MR9,1337,nn,mean,MSE,1.0,cam,0.4144028868811388,0.3967312850276839,0.1797227811312318,0.0469814241486068,0.2394366197183098,0.0526315789473684,0.4317617866004963,0.4216867469879518,0.827902227640152,0.848289624017583,26,103,98,79,19
1FM9-570,1337,nn,mean,MSE+UCN,1.0,cam,0.5326307989637201,0.5160697808503594,0.4384977168411188,0.4588985678100401,0.8272357723577236,0.8970588235294118,0.6185452526374237,0.5880149812734082,0.157023012638092,0.98746411352101,54,686,683,547,136
1FM9-570,1337,nn,mean,MSE+AC,1.0,cam,0.4255104570334786,0.4243669291342473,0.2603712982695758,0.2651285258113748,0.3963414634146341,0.3014705882352941,0.3897834536368684,0.4101123595505618,0.2852013558149338,0.9486458811653768,54,686,683,547,136
1FM9-570,1337,nn,mean,MSE,1.0,cam,0.3963222820609742,0.4216384369673558,0.1926023106628626,0.2220856430323824,0.3943089430894309,0.4338235294117647,0.4358689616879511,0.4850187265917603,0.3169024586677551,0.944051168552706,54,686,683,547,136
4TY1-38W,1337,nn,mean,MSE+UCN,1.0,cam,0.5221458604593525,0.5219809344095059,0.4673618384790799,0.4775615448366091,0.6825396825396826,0.7104761904761905,0.5769521410579345,0.5472297910990009,0.1758739352226257,0.9740432537116548,116,2632,2625,2100,525
4TY1-38W,1337,nn,mean,MSE+AC,1.0,cam,0.4441050168232708,0.4394078725507297,0.23716894410313,0.2170576790402088,0.4444444444444444,0.339047619047619,0.5161209068010075,0.4913714804722979,0.1614894494414329,0.97735568949979,116,2632,2625,2100,525
4TY1-38W,1337,nn,mean,MSE,1.0,cam,0.3934413352667321,0.4396017950303665,0.3192732393909543,0.342954053592334,0.3253968253968254,0.3847619047619047,0.3554156171284635,0.3673932788374205,0.0709195807576179,0.997268670494722,116,2632,2625,2100,525
3PA3-C70,1337,nn,mean,MSE+UCN,1.0,cam,0.3681964477281698,0.3928415636296071,0.3613655730021841,0.4016295176838758,0.7009063444108762,0.5978260869565217,0.5033947623666344,0.5012787723785166,0.3385777324438095,0.9683317108965328,54,529,460,368,92
3PA3-C70,1337,nn,mean,MSE+AC,1.0,cam,0.3663681233167638,0.5472121025110156,0.2130122237417421,0.3442951067866938,0.4682779456193353,0.3695652173913043,0.4471387002909796,0.5524296675191815,0.2280537076294422,0.9885027479533576,54,529,460,368,92
3PA3-C70,1337,nn,mean,MSE,1.0,cam,0.3962542031650793,0.5146936547751766,0.3576344318458233,0.3649160524400294,0.3202416918429003,0.3260869565217391,0.4083414161008729,0.4680306905370844,0.152715727686882,0.9936729011589096,54,529,460,368,92
1H1Q-2A6,1337,nn,mean,MSE+UCN,1.0,cam,0.3147518147518147,0.5003684570260657,0.3142499775244201,0.4124893597863656,0.7147147147147147,0.9021739130434784,0.3532608695652174,0.6666666666666666,0.3285280466079712,0.694970301396785,47,504,462,370,92
1H1Q-2A6,1337,nn,mean,MSE+AC,1.0,cam,0.4063732563732564,0.5446541532139358,0.3861273884880695,0.58349345517706,0.6036036036036037,0.8478260869565217,0.4198369565217391,0.7252252252252253,0.3058260958641767,0.7469755620362164,47,504,462,370,92
1H1Q-2A6,1337,nn,mean,MSE,1.0,cam,0.3196497279830613,0.4849801919095397,0.2959136254156894,0.5202487862734027,0.3063063063063063,0.5108695652173914,0.1521739130434782,0.4459459459459459,0.2650702856481075,0.8345728060143662,47,504,462,370,92
2EUF-LQQ,1337,nn,mean,MSE+UCN,1.0,cam,0.4698239852948395,0.4361351016433503,0.3015775599434898,0.2524296512978862,0.2863831447522434,0.2549157303370786,0.3878383067314365,0.4154750244857982,0.3083564788103103,0.9667892344508864,269,7619,7120,5696,1424
2EUF-LQQ,1337,nn,mean,MSE+AC,1.0,cam,0.4841006632852126,0.4645365168539326,0.4841006632852126,0.4645365168539326,0.8080374561061257,0.7928370786516854,0.5712612768910479,0.5960822722820764,0.3068232983350754,0.9597118877945484,269,7619,7120,5696,1424
2EUF-LQQ,1337,nn,mean,MSE,1.0,cam,0.4451284738628355,0.4224703572246631,0.2775847883503977,0.2835367318379846,0.4001170503316426,0.4150280898876404,0.3725277585010409,0.4123408423114593,0.1571458056569099,0.9918736597712527,269,7619,7120,5696,1424
3KYR-038,1337,nn,mean,MSE+UCN,1.0,cam,0.3841047639986623,0.490266539016539,0.400802805966355,0.4722321734342195,0.625,0.9,0.5652173913043478,0.5581395348837209,0.3876585066318512,0.9194678534261008,23,120,100,80,20
3KYR-038,1337,nn,mean,MSE+AC,1.0,cam,0.4989438488116248,0.4677763902763903,0.3704930806619624,0.2811904761904761,0.6666666666666666,0.3,0.4071146245059288,0.4767441860465116,0.3418663963675499,0.9945641317125532,23,120,100,80,20
3KYR-038,1337,nn,mean,MSE,1.0,cam,0.5470821857988073,0.4636342823842824,0.442235625437027,0.3425344050663743,0.5833333333333334,0.3,0.3201581027667984,0.2790697674418604,0.1619272008538246,0.988397434901415,23,120,100,80,20
4TY1-38W,1337,nn,att,MSE+UCN,1.0,gradinput,0.4703669933828663,0.4867933732933732,0.3312008991813656,0.344122565895454,0.6587301587301587,0.7238095238095238,0.5801007556675063,0.564486830154405,0.1980814859271049,0.967863802431672,116,2632,2625,2100,525
4TY1-38W,1337,nn,att,MSE,1.0,gradinput,0.5396799577553546,0.5502580514723372,0.3938499406192242,0.3993173237550004,0.5936507936507937,0.5523809523809524,0.640176322418136,0.6217075386012716,0.4363487064838409,0.8314168528585606,116,2632,2625,2100,525
3F7Z-34O,1337,nn,att,MSE+UCN,1.0,gradinput,0.2874111353762517,0.5404919733044734,0.2720525275757833,0.4333614302364303,0.3255813953488372,0.75,0.7108433734939759,0.5158730158730159,0.4539852440357208,0.9493272385190172,31,124,120,96,24
3F7Z-34O,1337,nn,att,MSE,1.0,gradinput,0.4491594807001783,0.7468434343434344,0.3874602253931219,0.6395322270322271,0.3604651162790697,0.5,0.6295180722891566,0.492063492063492,0.4496071487665176,0.9472462480947154,31,124,120,96,24
2B36-5PP,1337,nn,att,MSE+UCN,1.0,gradinput,0.1875,0.3888888888888889,0.1875,0.3888888888888889,0.734375,1.0,0.7593984962406015,0.6,0.5467166751623154,0.9320557513483364,24,135,90,72,18
2B36-5PP,1337,nn,att,MSE,1.0,gradinput,0.2639008127289377,0.330787037037037,0.2351533400174704,0.3037037037037036,0.640625,0.6111111111111112,0.6842105263157895,0.8333333333333334,0.7285346984863281,0.9766503452975842,24,135,90,72,18
1R0E-DFN,1337,nn,att,MSE+UCN,1.0,gradinput,0.535179945032128,0.5286436794124086,0.4059473091260372,0.4164446174678393,0.7082228116710876,0.6312649164677804,0.5944948485314471,0.5547496904298602,0.3297590613365173,0.9739222313904904,139,4606,4190,3352,838
1R0E-DFN,1337,nn,att,MSE,1.0,gradinput,0.5542813772195408,0.5257653995078674,0.4087827693949988,0.3808370214533514,0.7092175066312998,0.7171837708830548,0.5977241273258496,0.5989739961082611,0.1824280172586441,0.9879448801024128,139,4606,4190,3352,838
1T69-SHH,1337,nn,att,MSE,1.0,gradinput,0.4273530593118222,0.5127912725134948,0.3034473258700063,0.3357182940516274,0.5773195876288659,0.5925925925925926,0.5766871165644172,0.7101449275362319,0.3524550646543503,0.9356022220427208,26,148,135,108,27
2B54-D05,1337,nn,att,MSE+UCN,1.0,gradinput,0.6640634868713754,0.6827100367275483,0.5043584370057311,0.620573689301023,0.8996350364963503,0.9078947368421052,0.580557707203718,0.5552325581395349,0.3657224029302597,0.982578641904975,61,788,761,609,152
2B54-D05,1337,nn,att,MSE,1.0,gradinput,0.6495253743297573,0.7063871956431942,0.5234653241456867,0.6701999738534276,0.8886861313868614,0.7368421052631579,0.8512780790085205,0.8909883720930233,0.246907889842987,0.9981607878607656,61,788,761,609,152
1NFU-RRP,1337,nn,att,MSE+UCN,1.0,gradinput,0.5332314839267951,0.4466267396643135,0.4000262129256265,0.2936982630074725,0.7033898305084746,0.7575757575757576,0.6196213425129088,0.6040268456375839,0.3556463122367859,0.8614991133896104,37,198,165,132,33
1NFU-RRP,1337,nn,att,MSE,1.0,gradinput,0.510510003502857,0.3966687913440658,0.4035858167304461,0.315171950483455,0.6694915254237288,0.7272727272727273,0.5645438898450946,0.6040268456375839,0.3800833374261856,0.8321929799217052,37,198,165,132,33
1X8B-824,1337,nn,att,MSE+UCN,1.0,gradinput,0.5244706172879547,0.5850135744758608,0.4870518890313243,0.5556650931632631,0.6344344344344345,0.6532083633741889,0.6398970568826713,0.7168918918918918,0.1591713055968284,0.9879982888558938,214,7253,6937,5550,1387
1X8B-824,1337,nn,att,MSE,1.0,gradinput,0.5692734530608629,0.4582279603145627,0.530682121588772,0.4563567734877586,0.6908908908908908,0.4304253785147801,0.6622673881483436,0.459009009009009,0.1041908375918865,0.9913952201496364,214,7253,6937,5550,1387
2BKT-RPF,1337,nn,att,MSE,1.0,gradinput,0.4902110308432579,0.4940765105407049,0.4467335544275657,0.3758665337431349,0.8192771084337349,0.7318840579710145,0.745640408899579,0.6760869565217391,0.4788144901394844,0.7596923596449796,57,703,692,554,138
3IGB-454,1337,nn,att,MSE,1.0,gradinput,0.4624645848731214,0.5698961666352971,0.463175255320162,0.513887199756765,0.8536585365853658,0.9565217391304348,0.611764705882353,0.5877862595419847,0.5052068829536438,0.968210438349789,24,139,115,92,23
1OIR-HDY,1337,nn,att,MSE+UCN,1.0,gradinput,0.4650950993174322,0.6563301282051283,0.3040112994350282,0.5,0.423728813559322,0.5,0.6928571428571428,0.6666666666666666,0.2341107651591301,0.9985297449746926,18,88,82,66,16
1OIR-HDY,1337,nn,att,MSE,1.0,gradinput,0.7015430979787909,0.8601641414141414,0.7025596714131112,0.8245506535947712,0.864406779661017,0.9375,0.9071428571428573,0.8,0.502392128109932,0.9833265432591544,18,88,82,66,16
4JQA-ID8,1337,nn,att,MSE+UCN,1.0,gradinput,0.7068430087390761,0.5402236652236653,0.6880794317674688,0.5501025910116819,0.9073033707865168,0.8282828282828283,0.765139116202946,0.6990595611285266,0.3355367481708526,0.9014494608631992,57,536,495,396,99
4JQA-ID8,1337,nn,att,MSE,1.0,gradinput,0.5104640404851079,0.4202320827320827,0.4072220318419922,0.3326238015631954,0.4662921348314606,0.303030303030303,0.4885433715220949,0.3636363636363636,0.2851292490959167,0.9207886646558712,57,536,495,396,99
4WQP-3SX,1337,nn,att,MSE+UCN,1.0,gradinput,0.5514751516777573,0.550872303881905,0.4658113388070323,0.4765575275740666,0.6807550266721378,0.5893648449039882,0.6212720086237873,0.6185147507629705,0.1719205304980278,0.9837599856746424,141,3418,3385,2708,677
4WQP-3SX,1337,nn,att,MSE,1.0,gradinput,0.5754165954412159,0.63941827702906,0.4601361228950211,0.5226238846891622,0.6208453016003282,0.7060561299852289,0.6834351419331657,0.69548999660902,0.1859005987644195,0.9803341458201285,141,3418,3385,2708,677
1KE5-LS1,1337,nn,att,MSE+UCN,1.0,gradinput,0.4893950985723138,0.4813717532467532,0.4681434424752391,0.4841290653790653,0.6392405063291139,0.6818181818181818,0.4777327935222672,0.6173913043478261,0.1754422038793563,0.9946898848788752,32,282,220,176,44
1KE5-LS1,1337,nn,att,MSE,1.0,gradinput,0.3963980551797008,0.4050767414403778,0.3300306585116712,0.276987406532861,0.4620253164556962,0.5227272727272727,0.728744939271255,0.6956521739130435,0.5830897390842438,0.9910814788535744,32,282,220,176,44
3JSI-WTC,1337,nn,att,MSE+UCN,1.0,gradinput,0.5005180232023645,0.4904263989741931,0.3664203250104502,0.3895082303839791,0.6788732394366197,0.7331081081081081,0.6291033806957373,0.6483971044467425,0.2574014514684677,0.9448645718303148,134,1647,1480,1184,296
3JSI-WTC,1337,nn,att,MSE,1.0,gradinput,0.4935697700072182,0.4776720693080987,0.3468049540224345,0.3156163088948457,0.7145539906103286,0.7027027027027027,0.6217540421362078,0.6432264736297828,0.2642269134521484,0.9550911691728884,134,1647,1480,1184,296
4TPM-35E,1337,nn,att,MSE+UCN,1.0,gradinput,0.4584893145790581,0.474874301046176,0.377480794049525,0.3366872628561407,0.7692307692307693,0.8125,0.6125,0.5371900826446281,0.5949916243553162,0.8774767962369046,36,171,162,130,32
4TPM-35E,1337,nn,att,MSE,1.0,gradinput,0.4719765277457585,0.3899891774891775,0.4137422080214187,0.3718900094734557,0.6495726495726496,0.6875,0.725,0.6363636363636364,0.7150930762290955,0.7018995496305842,36,171,162,130,32
4JIA-1K3,1337,nn,att,MSE+UCN,1.0,gradinput,0.5644072257807196,0.5094820215512709,0.4982848966561061,0.4354844498273218,0.7282157676348547,0.6492537313432836,0.6374397194213064,0.6492537313432836,0.7797060608863831,0.8040846626096415,74,934,670,536,134
4JIA-1K3,1337,nn,att,MSE,1.0,gradinput,0.499737350156463,0.5651162054339184,0.4206195004543493,0.4836499159479976,0.5850622406639004,0.5597014925373134,0.5383603682595353,0.5791044776119403,0.2940249145030975,0.973508619731462,74,934,670,536,134
2Q59-240,1337,nn,att,MSE+UCN,1.0,gradinput,0.5567174961010577,0.5664180195942492,0.4178589126827058,0.401006408794127,0.8812785388127854,0.819672131147541,0.6082036775106082,0.5873925501432665,0.6243828684091568,0.7790471471337181,38,352,305,244,61
2Q59-240,1337,nn,att,MSE,1.0,gradinput,0.588038198483404,0.5307700951143575,0.4761226559566138,0.3977263428907848,0.776255707762557,0.8524590163934426,0.6082036775106082,0.6876790830945558,0.5618866458535194,0.7762967331071791,38,352,305,244,61
3O9L-LPN,1337,nn,att,MSE+UCN,1.0,gradinput,0.5351151381631091,0.4877412929323703,0.450629009235212,0.4442220530360194,0.8520041109969168,1.0,0.5205784204671857,0.3791390728476821,0.2158089317381382,0.8863310001085969,92,1470,1352,1082,270
3O9L-LPN,1337,nn,att,MSE,1.0,gradinput,0.6244335113635501,0.7394328018632546,0.4407811078033787,0.5317296108543802,0.8386433710174718,1.0,0.553392658509455,0.5209713024282561,0.221339538693428,0.8949298192696171,92,1470,1352,1082,270
1RDT-570,1337,nn,att,MSE+UCN,1.0,gradinput,0.5130459144387085,0.4357171663800637,0.3518512474850159,0.1808155526544486,0.9047619047619048,0.8048780487804879,0.5949367088607594,0.4578947368421052,0.4227740168571472,0.9531922438316992,35,279,205,164,41
1RDT-570,1337,nn,att,MSE,1.0,gradinput,0.4272946297686457,0.4267758690817098,0.2765700245310165,0.3035865382707767,0.7210884353741497,0.5365853658536586,0.5298372513562387,0.5263157894736842,0.2415396124124527,0.9748250310599358,35,279,205,164,41
2FME-3QC,1337,nn,att,MSE,1.0,gradinput,0.4375661375661375,0.4159171075837743,0.3973068457916943,0.3737721126610016,0.8282828282828283,0.8148148148148148,0.7380952380952381,0.6704545454545454,0.2076224908232689,0.9820678040707308,32,151,137,110,27
2FWZ-H71,1337,nn,att,MSE+UCN,1.0,gradinput,0.57799485502677,0.6054447852760736,0.4486300357285261,0.4526467225153128,0.6936170212765957,0.8128834355828221,0.5671069450362164,0.5646010530579182,0.2701858654618263,0.9839579527039212,87,1704,1632,1306,326
2FWZ-H71,1337,nn,att,MSE,1.0,gradinput,0.5215020771190984,0.518040820801557,0.4334457982821647,0.4325024827407011,0.5982978723404255,0.5153374233128835,0.6071580741371965,0.6172539489671932,0.2818265259265899,0.9759842725935538,87,1704,1632,1306,326
1D3G-BRE,1337,nn,att,MSE+UCN,1.0,gradinput,0.5205607459433991,0.5725313422561129,0.4479903812174219,0.5222806245742025,0.7678571428571429,0.7431192660550459,0.52734375,0.559322033898305,0.8377790451049805,0.8086142028196868,42,591,545,436,109
1D3G-BRE,1337,nn,att,MSE,1.0,gradinput,0.4208765405512854,0.5579343566728887,0.3635828103302593,0.5139694403455871,0.6556122448979592,0.7889908256880734,0.5169270833333334,0.5141242937853108,0.648921936750412,0.9093552281372822,42,591,545,436,109
4M0F-1YK,1337,nn,att,MSE+UCN,1.0,gradinput,0.4680476299794481,0.4076809764309764,0.2559267973741658,0.241076516076516,0.1969696969696969,0.3333333333333333,0.6666666666666666,0.5983606557377049,0.2847832441329956,0.9912020340800743,17,94,92,74,18
4M0F-1YK,1337,nn,att,MSE,1.0,gradinput,0.3483585858585858,0.3509259259259259,0.0681818181818181,0.1111111111111111,0.1515151515151515,0.2777777777777778,0.4912280701754385,0.5491803278688525,0.4222963005304336,0.996283038879047,17,94,92,74,18
3EYG-MI1,1337,nn,att,MSE+UCN,1.0,gradinput,0.4526641948477055,0.2255846862852988,0.3299393004892365,0.1925386101803563,0.5480851063829787,0.5176110260336907,0.6049303870226083,0.611965811965812,0.4387844279408455,0.848579945431378,145,3610,3265,2612,653
3EYG-MI1,1337,nn,att,MSE,1.0,gradinput,0.4771521111866856,0.3295578326301909,0.3665269445925215,0.2508671216851474,0.6936170212765957,0.7672281776416539,0.643377187380253,0.7048433048433048,0.2037217915058136,0.9765694946953736,145,3610,3265,2612,653
2B53-D23,1337,nn,att,MSE+UCN,1.0,gradinput,0.4674202089899764,0.4519923941798942,0.2896057753615892,0.2637674825174825,0.8255813953488372,0.4583333333333333,0.5048076923076923,0.4814814814814814,0.3663037866353988,0.872179352838486,34,146,120,96,24
2B53-D23,1337,nn,att,MSE,1.0,gradinput,0.6907397512048675,0.5270585317460318,0.5915940813245766,0.4004940865234982,0.5930232558139535,0.375,0.8798076923076923,0.4814814814814814,0.3732491731643677,0.8886162612852327,34,146,120,96,24
3W2T-LF7,1337,nn,att,MSE,1.0,gradinput,0.3878587034779695,0.4391793391793392,0.3161149162473488,0.3684028396999307,0.6788990825688074,0.4455445544554455,0.6605711422845691,0.624715693707354,0.1990760415792465,0.9856280906974711,102,2455,1515,1212,303
3FPM-793,1337,nn,att,MSE+UCN,1.0,gradinput,0.3614778899261658,0.550801282051282,0.3451479457756813,0.4462301587301587,0.7413793103448276,0.5625,0.6515151515151515,0.8461538461538461,0.6241363137960434,0.8479376945687774,29,95,81,65,16
3FPM-793,1337,nn,att,MSE,1.0,gradinput,0.4556030176719832,0.5266712454212454,0.4576132210760427,0.3489583333333333,0.7241379310344828,0.625,0.7045454545454546,0.8846153846153846,0.4749927371740341,0.9020494653427514,29,95,81,65,16
3U9N-09H,1337,nn,att,MSE+UCN,1.0,gradinput,0.6027992237231367,0.4895491569833674,0.5277517647110663,0.4603370313896629,0.855072463768116,0.5789473684210527,0.6314779270633397,0.3725490196078431,0.4249813482165336,0.812732443411819,36,216,192,154,38
3U9N-09H,1337,nn,att,MSE,1.0,gradinput,0.6768337841707407,0.5029543555859345,0.5700596313114382,0.3111857569674907,0.8840579710144928,0.6052631578947368,0.7140115163147792,0.5490196078431373,0.6537695154547691,0.1894923677057097,36,216,192,154,38
3KWF-B1Q,1337,nn,att,MSE+UCN,1.0,gradinput,0.4137189655128586,0.337079678563195,0.3124754560903411,0.2446202916346742,0.6335877862595419,0.521978021978022,0.6151346332404828,0.5019305019305019,0.3784038573503494,0.9419969217934384,58,922,910,728,182
3KWF-B1Q,1337,nn,att,MSE,1.0,gradinput,0.4639936251195793,0.3870387167777277,0.3770215503686895,0.3014106655987801,0.6793893129770993,0.7032967032967034,0.6685236768802229,0.6216216216216216,0.3940619528293609,0.8902468085249521,58,922,910,728,182
1YRS-L47,1337,nn,att,MSE+UCN,1.0,gradinput,0.4678656311009252,0.502319968391397,0.4442250879967143,0.5187069466481231,0.6601307189542484,0.8095238095238095,0.8004115226337448,0.8235294117647058,0.2960777133703232,0.9946058772472164,26,221,212,170,42
